iter	TotalF1	MultiClass
466	0.2923385644	1.741513154
467	0.2907117504	1.741426897
468	0.2893258737	1.741339533
469	0.2895768521	1.741236296
470	0.2895768521	1.741128821
471	0.2895768521	1.741035352
472	0.2895768521	1.740979693
473	0.2895679401	1.740895087
474	0.2895679401	1.740784603
475	0.2895768521	1.740692742
476	0.2895768521	1.740587824
477	0.2903390278	1.740509471
478	0.290330667	1.740435125
479	0.2903390278	1.740384191
480	0.2944684333	1.740284129
481	0.2937044987	1.740226615
482	0.2937044987	1.740150197
483	0.2937044987	1.740073318
484	0.2937044987	1.739975143
485	0.2937044987	1.739903638
486	0.2937044987	1.739829065
487	0.2926372326	1.739739401
488	0.2934126082	1.739646435
489	0.2944798744	1.739552617
490	0.2944798744	1.739487154
491	0.2937044987	1.739409845
492	0.2937044987	1.739343503
493	0.2937044987	1.739294351
494	0.2950606696	1.73921152
495	0.2937044987	1.739101013
496	0.2937044987	1.738978525
497	0.2950606696	1.738873456
498	0.2950606696	1.738802175
499	0.2950606696	1.738751478
500	0.2950606696	1.738707086
501	0.2950606696	1.738603303
502	0.2950606696	1.738522668
503	0.2950606696	1.738452584
504	0.2950606696	1.738389086
505	0.2950606696	1.738313304
506	0.2950606696	1.738186012
507	0.2950606696	1.738105893
508	0.2948096911	1.738018437
509	0.2950606696	1.737927575
510	0.2950492475	1.737872693
511	0.2960479022	1.737786566
512	0.2960382521	1.737700037
513	0.2960479022	1.737606976
514	0.2960382521	1.737543176
515	0.2949740864	1.737458498
516	0.2951965224	1.737361247
517	0.2951431443	1.73724639
518	0.2954108994	1.737172485
519	0.2951431443	1.737076912
520	0.2940789786	1.736992252
521	0.2951431443	1.736920738
522	0.2964847462	1.736828207
523	0.2951431443	1.736725358
524	0.2951431443	1.736620206
525	0.2952049393	1.736519305
526	0.2952049393	1.736449428
527	0.29654108	1.736367329
528	0.29654108	1.736283959
529	0.29654108	1.736190659
530	0.29654108	1.736110643
531	0.2965996395	1.736030667
532	0.2952688679	1.735945069
533	0.2966092571	1.735854811
534	0.2965513319	1.735784069
535	0.2955450914	1.735713056
536	0.2965996395	1.735602596
537	0.2965996395	1.735504613
538	0.29654108	1.735449843
539	0.2964750651	1.735364042
540	0.2954108994	1.735300135
541	0.2954108994	1.73525074
542	0.2988582274	1.735156972
543	0.2954769142	1.7351034
544	0.2954871662	1.735022851
545	0.2954205805	1.734927799
546	0.2957576811	1.734833223
547	0.2957672448	1.734773409
548	0.2946935154	1.734669643
549	0.2946935154	1.734581486
550	0.2946935154	1.734507567
551	0.2946935154	1.734409592
552	0.2946935154	1.734312987
553	0.2947030791	1.734270582
554	0.2957672448	1.734165612
555	0.2947030791	1.734104057
556	0.2947030791	1.734042547
557	0.2947030791	1.733954479
558	0.2957672448	1.733844716
559	0.2947030791	1.733778855
560	0.2947030791	1.733679615
561	0.2947030791	1.733610129
562	0.2947030791	1.733507212
563	0.2947030791	1.733432776
564	0.2947030791	1.73336012
565	0.2947030791	1.733270361
566	0.2947030791	1.733203957
567	0.2957672448	1.733096274
568	0.2957672448	1.732981408
569	0.2957576811	1.732922939
570	0.2957576811	1.732835026
571	0.2957576811	1.732770974
572	0.2957576811	1.732682804
573	0.2957672448	1.732582133
574	0.2957576811	1.732464285
575	0.2957576811	1.732364543
576	0.2957672448	1.732303533
577	0.2957672448	1.732223616
578	0.2958314351	1.732142767
579	0.2958314351	1.732070859
580	0.2958314351	1.73200108
581	0.2958314351	1.731914961
582	0.2958314351	1.731828404
583	0.2958314351	1.731761605
584	0.2958314351	1.731711224
585	0.2958314351	1.731606069
586	0.2958421962	1.731527656
587	0.2958314351	1.731466439
588	0.2957672448	1.731398118
589	0.2957780059	1.731311936
590	0.2958421962	1.731195816
591	0.2958314351	1.731135184
592	0.2958421962	1.731035639
593	0.2958421962	1.730947616
594	0.2957216903	1.730868224
595	0.2957216903	1.730786961
596	0.2957216903	1.730717471
597	0.2957216903	1.730644342
598	0.2957216903	1.730531793
599	0.2957216903	1.730459135
600	0.2957216903	1.730378817
601	0.2957672448	1.730263464
602	0.2957102902	1.730174511
603	0.2957672448	1.730105096
604	0.2957672448	1.730030112
605	0.2957672448	1.729932365
606	0.2957780059	1.729860726
607	0.2957780059	1.729801158
608	0.2957780059	1.729705855
609	0.2958421962	1.729623731
610	0.2958421962	1.729543927
611	0.2958314351	1.729465229
612	0.2957701848	1.729367616
613	0.2957701848	1.729286627
614	0.2957132302	1.729209416
615	0.2957701848	1.729153825
616	0.2957701848	1.729063711
617	0.29583276	1.729008717
618	0.29583276	1.728922488
619	0.29583276	1.728838629
620	0.2957773772	1.72880371
621	0.29583276	1.72873042
622	0.29583276	1.7286633
623	0.29583276	1.72859128
624	0.29583276	1.728499187
625	0.29583276	1.728423574
626	0.29583276	1.728344025
627	0.2957701848	1.728260233
628	0.2957809459	1.728185047
629	0.2957809459	1.728109326
630	0.2957809459	1.728049703
631	0.2957809459	1.727965195
632	0.2957809459	1.727880195
633	0.2958435211	1.727781714
634	0.2971079714	1.727697751
635	0.2971079714	1.727639497
636	0.2971079714	1.727575898
637	0.2957246303	1.727499106
638	0.2947224896	1.727399021
639	0.2960416837	1.727302803
640	0.2960416837	1.727236893
641	0.2960416837	1.727198977
642	0.2960416837	1.727117652
643	0.2947224896	1.727035033
644	0.2947224896	1.726960449
645	0.2947224896	1.726879132
646	0.2947224896	1.726807853
647	0.2947224896	1.726737639
648	0.2960416837	1.726635447
649	0.2960416837	1.726570829
650	0.2960416837	1.726506359
651	0.2960416837	1.726454386
652	0.2960416837	1.726366164
653	0.2960416837	1.726256704
654	0.2960416837	1.726157333
655	0.2960416837	1.726102337
656	0.2960416837	1.726059981
657	0.2960416837	1.72596949
658	0.2960416837	1.725926602
659	0.2960416837	1.725839299
660	0.2960416837	1.725772074
661	0.2960416837	1.725691833
662	0.2960416837	1.725622438
663	0.2960416837	1.725546445
664	0.2974692469	1.725505504
665	0.2974692469	1.725390203
666	0.2974692469	1.725315325
667	0.2961597633	1.72524345
668	0.2947110895	1.725166803
669	0.2947110895	1.725101476
670	0.2947110895	1.725006676
671	0.2961597633	1.724900267
672	0.2961483632	1.724801094
673	0.296207862	1.724719851
674	0.2947664723	1.724644257
675	0.2947664723	1.724576882
676	0.2947664723	1.724489235
677	0.2947664723	1.724393458
678	0.2947664723	1.724331691
679	0.2947664723	1.724245532
680	0.296207862	1.724151502
681	0.2960296401	1.724068409
682	0.2960416837	1.723991793
683	0.2974692469	1.723901026
684	0.2974692469	1.723857978
685	0.2961597633	1.723764884
686	0.2961597633	1.723691588
687	0.2961597633	1.723633453
688	0.2984752098	1.723542642
689	0.2984752098	1.723476581
690	0.2984752098	1.723421458
691	0.2961597633	1.723339804
692	0.2984752098	1.723239007
693	0.2984752098	1.723168186
694	0.2984752098	1.723102795
695	0.2984752098	1.723033337
696	0.2984752098	1.7229431
697	0.2984752098	1.722896458
698	0.2984752098	1.722823643
699	0.2970379362	1.72275887
700	0.2970379362	1.722707709
701	0.2969739076	1.722637179
702	0.2969739076	1.72254914
703	0.2984102003	1.722448994
704	0.2984102003	1.722394405
705	0.2969786241	1.722333286
706	0.2969786241	1.722249047
707	0.2969739076	1.722201378
708	0.2977610857	1.722134358
709	0.2977610857	1.722073389
710	0.2977610857	1.722015623
711	0.2977610857	1.721970752
712	0.2977600999	1.721905224
713	0.2977600999	1.72181526
714	0.2977600999	1.721762755
715	0.2977600999	1.721688468
716	0.2977600999	1.721642687
717	0.2977600999	1.721581105
718	0.2977600999	1.72151078
719	0.2977628341	1.721461868
720	0.2977628341	1.721401807
721	0.2977628341	1.721338334
722	0.2977628341	1.721278405
723	0.2977628341	1.721197452
724	0.2977628341	1.721128919
725	0.2977628341	1.721083677
726	0.2977628341	1.721010348
727	0.2977628341	1.720941992
728	0.2984077312	1.72085735
729	0.2969729218	1.720791871
730	0.2982907616	1.720740802
731	0.2982907616	1.720699885
732	0.2982907616	1.720633815
733	0.2982907616	1.720572659
734	0.2982890131	1.720498295
735	0.2982890131	1.720433149
736	0.2990774599	1.72035677
737	0.3005010074	1.720251097
738	0.300501646	1.720169724
739	0.300501646	1.72008381
740	0.300501646	1.720011527
741	0.300501646	1.719964287
742	0.300501646	1.719898004
743	0.300501646	1.719829254
744	0.2991942707	1.719748375
745	0.2991942707	1.719684494
746	0.3005010074	1.719602958
747	0.3005010074	1.719545486
748	0.3005010074	1.719482428
749	0.2990774599	1.719403251
750	0.2990774599	1.719347336
751	0.2990774599	1.719282616
752	0.2990774599	1.719199612
753	0.2990774599	1.719159134
754	0.2990774599	1.719087504
755	0.2990774599	1.718993371
756	0.2990774599	1.71894564
757	0.2990774599	1.718837803
758	0.2990774599	1.718787252
759	0.2990774599	1.718718449
760	0.2990774599	1.718628213
761	0.2990774599	1.718527685
762	0.2990774599	1.718451865
763	0.2990658484	1.718384275
764	0.2990658484	1.718340076
765	0.2990774599	1.718250353
766	0.2990774599	1.718187531
767	0.2990774599	1.718094352
768	0.2990774599	1.718034537
769	0.2990176258	1.717955527
770	0.2990176258	1.717892342
771	0.2990176258	1.717839164
772	0.2990176258	1.717796848
773	0.2990764742	1.717688271
774	0.2990176258	1.71765411
775	0.2990176258	1.717609719
776	0.3013061069	1.71755608
777	0.2990176258	1.717498403
778	0.2990150312	1.717401908
779	0.2990034197	1.717313222
780	0.3012924755	1.717237274
781	0.3013539185	1.717151521
782	0.3013539185	1.717100185
783	0.3013566527	1.717036055
784	0.2990648626	1.716947801
785	0.3013539185	1.716871843
786	0.3013649552	1.716777595
787	0.3013649552	1.716726061
788	0.3013649552	1.716628479
789	0.3013649552	1.716573422
790	0.3013649552	1.716537335
791	0.3013649552	1.716486485
792	0.302790127	1.716408805
793	0.300501646	1.716313181
794	0.3005010074	1.716255367
795	0.3005010074	1.716181384
796	0.3005010074	1.716114385
797	0.3005010074	1.716028014
798	0.3005010074	1.715929587
799	0.3005010074	1.715851287
800	0.3005010074	1.715796746
801	0.3005010074	1.715734318
802	0.3005010074	1.715638331
803	0.3005010074	1.715557261
804	0.300501646	1.71549356
805	0.300501646	1.715446955
806	0.3005010074	1.715394294
807	0.3005010074	1.715334868
808	0.3005010074	1.715265301
809	0.3005010074	1.715186661
810	0.3005010074	1.715129794
811	0.3005010074	1.715088247
812	0.3005010074	1.715026749
813	0.3005010074	1.714948667
814	0.3005010074	1.714897371
815	0.3005010074	1.714826017
816	0.3005010074	1.714750489
817	0.3005010074	1.714668144
818	0.3005010074	1.714614608
819	0.3005010074	1.714538343
820	0.3005010074	1.714473975
821	0.3005010074	1.714405653
822	0.3005010074	1.714321382
823	0.3005010074	1.714256606
824	0.3005010074	1.71420894
825	0.3005010074	1.714140731
826	0.3005010074	1.714054008
827	0.3005010074	1.713998326
828	0.3005010074	1.713927916
829	0.300501646	1.713837816
830	0.3004438634	1.71372328
831	0.3027323444	1.713628255
832	0.3027323444	1.713554158
833	0.3027323444	1.713493301
834	0.3027323444	1.713437097
835	0.3027323444	1.713390126
836	0.3027323444	1.713320521
837	0.3027323444	1.713250337
838	0.3026780638	1.713158318
839	0.3026780638	1.713090519
840	0.3026780638	1.713022575
841	0.3026824381	1.712932636
842	0.3026824381	1.712849769
843	0.3026780638	1.712809527
844	0.3026780638	1.712727482
845	0.3026824381	1.712663365
846	0.3026824381	1.712606742
847	0.3026824381	1.712531599
848	0.3026824381	1.712471751
849	0.3026824381	1.712417449
850	0.3026824381	1.712331798
851	0.3026824381	1.712267287
852	0.3026780638	1.712212731
853	0.3026774252	1.712144476
854	0.3026774252	1.712105577
855	0.3026774252	1.712038629
856	0.3026780638	1.711976638
857	0.3026774252	1.711919206
858	0.3026774252	1.711869927
859	0.3026774252	1.711796967
860	0.3026780638	1.711756518
861	0.3026774252	1.711664133
862	0.3026774252	1.711572829
863	0.3026774252	1.711488991
864	0.3026774252	1.711437901
865	0.3026774252	1.711374045
866	0.3026774252	1.71126854
867	0.3026774252	1.711187335
868	0.3026774252	1.711137475
869	0.3026780638	1.711064797
870	0.3026780638	1.711014516
871	0.3026780638	1.71096256
872	0.3026253554	1.710894706
873	0.3039135318	1.710855535
874	0.3039179061	1.710808607
875	0.3039179061	1.710724117
876	0.3039135318	1.710664459
877	0.3039135318	1.710616336
878	0.3039135318	1.710531635
879	0.3039135318	1.710449036
880	0.3039135318	1.710391146
881	0.3039135318	1.710331527
882	0.3039135318	1.710262539
883	0.3039135318	1.710201198
884	0.3039135318	1.710155828
885	0.3039135318	1.710099098
886	0.3039135318	1.710054552
887	0.3039135318	1.709956154
888	0.3026253554	1.709887904
889	0.3039135318	1.709753831
890	0.3039135318	1.709690493
891	0.3039135318	1.709607141
892	0.3039135318	1.709539658
893	0.3039135318	1.70945674
894	0.3051931821	1.709362888
895	0.3051931821	1.709288127
896	0.3051931821	1.709225545
897	0.3051931821	1.709145093
898	0.3051931821	1.709062698
899	0.3051931821	1.709021268
900	0.3051931821	1.708961186
901	0.3051931821	1.70890334
902	0.3051931821	1.708839318
903	0.3051931821	1.708791269
904	0.3051931821	1.708720869
905	0.3051931821	1.708657447
906	0.3051931821	1.708571549
907	0.3051931821	1.708502965
908	0.3051931821	1.708441984
909	0.3051931821	1.708351882
910	0.3051931821	1.708316033
911	0.3051931821	1.708264524
912	0.3051931821	1.708208371
913	0.3051931821	1.708162545
914	0.305267143	1.708088006
915	0.305267143	1.708034638
916	0.305267143	1.707967362
917	0.305267143	1.707884535
918	0.3039836925	1.70783358
919	0.305267143	1.707751431
920	0.3051931821	1.707678574
921	0.3051931821	1.707636251
922	0.3051931821	1.707560607
923	0.3051931821	1.707476165
924	0.3051931821	1.707430697
925	0.3051931821	1.707354269
926	0.3051931821	1.707311673
927	0.3051931821	1.707270811
928	0.3051931821	1.707227443
929	0.3051931821	1.707137575
930	0.3051931821	1.707060837
931	0.305208782	1.707002067
932	0.3051931821	1.706961298
933	0.3051931821	1.706918089
934	0.3051931821	1.70682144
935	0.3051931821	1.706762255
